FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY25,2025-Q4,2025-W40,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,10798,8638,2160,119,51,7,8,13
FY25,2025-Q4,2025-W41,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,10821,8657,2164,21,34,10,8,14
FY25,2025-Q4,2025-W42,Storage Array D,Storage,APJ,Unit B,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,10844,8675,2169,43,54,12,8,16
FY25,2025-Q4,2025-W43,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,10868,8694,2174,19,36,7,10,13
FY25,2025-Q4,2025-W44,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,10942,8754,2188,0,65,9,8,16
FY25,2025-Q4,2025-W45,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,10991,8793,2198,9,47,11,8,14
FY25,2025-Q4,2025-W46,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,11041,8833,2208,7,49,8,11,13
FY25,2025-Q4,2025-W47,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11090,8872,2218,13,54,8,10,14
FY25,2025-Q4,2025-W48,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,11139,8911,2228,6,44,11,11,13
FY25,2025-Q4,2025-W49,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,11239,8991,2248,0,90,10,10,14
FY25,2025-Q4,2025-W50,Storage Array D,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,11314,9051,2263,0,63,12,10,12
FY25,2025-Q4,2025-W51,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,11389,9111,2278,0,62,13,10,17
FY25,2025-Q4,2025-W52,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11579,9263,2316,0,178,12,11,14
FY26,2026-Q1,2026-W01,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11493,9194,2299,143,46,11,11,13
FY26,2026-Q1,2026-W02,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,11509,9207,2302,38,45,9,10,15
FY26,2026-Q1,2026-W03,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11525,9220,2305,50,56,10,10,14
FY26,2026-Q1,2026-W04,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,11541,9233,2308,40,44,12,9,14
FY26,2026-Q1,2026-W05,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11600,9280,2320,0,46,13,8,13
FY26,2026-Q1,2026-W06,Storage Array D,Storage,APJ,Unit B,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,11637,9310,2327,8,37,8,11,16
FY26,2026-Q1,2026-W07,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,11674,9339,2335,36,60,13,10,14
FY26,2026-Q1,2026-W08,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,11712,9370,2342,25,55,8,10,13
FY26,2026-Q1,2026-W09,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,11749,9399,2350,23,51,9,11,15
FY26,2026-Q1,2026-W10,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11829,9463,2366,0,71,9,11,16
FY26,2026-Q1,2026-W11,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,11888,9510,2378,0,51,8,10,14
FY26,2026-Q1,2026-W12,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,11947,9558,2389,1,52,8,11,13
FY26,2026-Q1,2026-W13,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12102,9682,2420,0,147,8,10,17
FY26,2026-Q2,2026-W14,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12029,9623,2406,136,52,11,10,13
FY26,2026-Q2,2026-W15,Storage Array D,Storage,APJ,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,12046,9637,2409,40,48,9,9,17
FY26,2026-Q2,2026-W16,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12063,9650,2413,30,38,9,11,14
FY26,2026-Q2,2026-W17,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,12080,9664,2416,48,51,14,9,17
FY26,2026-Q2,2026-W18,Storage Array D,Storage,APJ,Unit B,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,12142,9714,2428,0,52,10,11,17
FY26,2026-Q2,2026-W19,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,12181,9745,2436,15,43,11,9,15
FY26,2026-Q2,2026-W20,Storage Array D,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12221,9777,2444,12,43,9,11,16
FY26,2026-Q2,2026-W21,Storage Array D,Storage,APJ,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12260,9808,2452,38,63,14,10,13
FY26,2026-Q2,2026-W22,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12299,9839,2460,5,36,8,11,15
FY26,2026-Q2,2026-W23,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Actual,12384,9907,2477,0,71,14,11,17
FY26,2026-Q2,2026-W24,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12446,9957,2489,3,53,12,11,16
FY26,2026-Q2,2026-W25,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,12507,10006,2501,9,62,8,10,14
FY26,2026-Q2,2026-W26,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12669,10135,2534,0,148,14,10,18
FY26,2026-Q3,2026-W27,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,12592,10074,2518,156,65,14,11,17
FY26,2026-Q3,2026-W28,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,12609,10087,2522,32,39,10,12,15
FY26,2026-Q3,2026-W29,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12626,10101,2525,57,64,10,11,15
FY26,2026-Q3,2026-W30,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12642,10114,2528,60,62,14,10,14
FY26,2026-Q3,2026-W31,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12704,10163,2541,0,53,9,12,18
FY26,2026-Q3,2026-W32,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,12744,10195,2549,7,37,10,12,18
FY26,2026-Q3,2026-W33,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12783,10226,2557,38,65,12,10,18
FY26,2026-Q3,2026-W34,Storage Array D,Storage,APJ,Unit A,Basic,Core,Labour Only,Unknown,Break fix,Actual,12823,10258,2565,33,63,10,10,14
FY26,2026-Q3,2026-W35,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,12862,10290,2572,18,47,10,11,17
FY26,2026-Q3,2026-W36,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12946,10357,2589,0,70,14,12,15
FY26,2026-Q3,2026-W37,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,13008,10406,2602,0,51,11,12,17
FY26,2026-Q3,2026-W38,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13070,10456,2614,12,63,11,10,18
FY26,2026-Q3,2026-W39,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,13232,10586,2646,0,149,13,11,17
FY26,2026-Q4,2026-W40,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13166,10533,2633,129,49,14,11,15
FY26,2026-Q4,2026-W41,Storage Array D,Storage,APJ,Unit B,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,13189,10551,2638,53,63,13,11,15
FY26,2026-Q4,2026-W42,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,13212,10570,2642,50,59,14,10,18
FY26,2026-Q4,2026-W43,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13235,10588,2647,51,59,15,11,17
FY26,2026-Q4,2026-W44,Storage Array D,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,13311,10649,2662,0,65,11,9,16
FY26,2026-Q4,2026-W45,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,13361,10689,2672,20,56,14,12,15
FY26,2026-Q4,2026-W46,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,13411,10729,2682,5,44,11,12,16
FY26,2026-Q4,2026-W47,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13461,10769,2692,24,64,10,13,20
FY26,2026-Q4,2026-W48,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,13511,10809,2702,2,40,12,11,16
FY26,2026-Q4,2026-W49,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Actual,13615,10892,2723,0,91,13,12,19
FY26,2026-Q4,2026-W50,Storage Array D,Storage,APJ,Unit B,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,13692,10954,2738,0,67,10,11,15
FY26,2026-Q4,2026-W51,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13769,11015,2754,6,69,14,13,17
FY26,2026-Q4,2026-W52,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13967,11174,2793,0,183,15,12,19
FY27,2027-Q1,2027-W01,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,10875,8700,11,52,41,11,10,14
FY27,2027-Q1,2027-W02,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,10969,8775,12,0,82,12,9,13
FY27,2027-Q1,2027-W03,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11230,8984,8,0,253,8,8,13
FY27,2027-Q1,2027-W04,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,10935,8748,7,348,46,7,10,14
FY27,2027-Q1,2027-W05,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11241,8993,13,0,293,13,10,14
FY27,2027-Q1,2027-W06,Storage Array D,Storage,APJ,Unit B,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Forecast,11075,8860,9,230,55,9,9,15
FY27,2027-Q1,2027-W07,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,11229,8983,12,0,142,12,9,14
FY27,2027-Q1,2027-W08,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,11421,9137,12,0,180,12,9,15
FY27,2027-Q1,2027-W09,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Forecast,11468,9174,11,23,59,11,9,17
FY27,2027-Q1,2027-W10,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11569,9255,12,0,89,12,10,17
FY27,2027-Q1,2027-W11,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Forecast,11497,9198,13,133,48,13,9,14
FY27,2027-Q1,2027-W12,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,11310,9048,7,234,40,7,9,13
FY27,2027-Q1,2027-W13,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11771,9417,9,0,452,9,10,13
FY27,2027-Q2,2027-W14,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11530,9224,12,291,38,12,9,13
FY27,2027-Q2,2027-W15,Storage Array D,Storage,APJ,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,11396,9117,9,184,41,9,10,14
FY27,2027-Q2,2027-W16,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11447,9158,12,14,53,12,9,16
FY27,2027-Q2,2027-W17,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,11623,9298,9,0,167,9,9,15
FY27,2027-Q2,2027-W18,Storage Array D,Storage,APJ,Unit B,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,11432,9146,12,259,56,12,10,15
FY27,2027-Q2,2027-W19,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,11670,9336,9,0,229,9,9,17
FY27,2027-Q2,2027-W20,Storage Array D,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11616,9293,8,101,39,8,8,15
FY27,2027-Q2,2027-W21,Storage Array D,Storage,APJ,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11663,9330,9,1,39,9,8,15
FY27,2027-Q2,2027-W22,Storage Array D,Storage,APJ,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11881,9505,8,0,210,8,10,15
FY27,2027-Q2,2027-W23,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Forecast,11738,9390,9,212,60,9,11,14
FY27,2027-Q2,2027-W24,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,11959,9567,13,0,208,13,10,14
FY27,2027-Q2,2027-W25,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,12063,9650,11,0,93,11,10,13
FY27,2027-Q2,2027-W26,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12323,9858,8,0,252,8,11,17
FY27,2027-Q3,2027-W27,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,12177,9742,12,214,56,12,11,15
FY27,2027-Q3,2027-W28,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,12045,9636,13,187,42,13,10,17
FY27,2027-Q3,2027-W29,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12301,9841,11,0,245,11,11,17
FY27,2027-Q3,2027-W30,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12137,9710,10,228,54,10,12,14
FY27,2027-Q3,2027-W31,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12092,9674,12,106,49,12,11,17
FY27,2027-Q3,2027-W32,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,11991,9593,13,157,43,13,9,13
FY27,2027-Q3,2027-W33,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12300,9840,11,0,298,11,10,17
FY27,2027-Q3,2027-W34,Storage Array D,Storage,APJ,Unit A,Basic,Core,Labour Only,Unknown,Break fix,Forecast,12523,10018,13,0,210,13,9,16
FY27,2027-Q3,2027-W35,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Forecast,12258,9806,11,322,46,11,10,15
FY27,2027-Q3,2027-W36,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12258,9806,9,49,40,9,10,14
FY27,2027-Q3,2027-W37,Storage Array D,Storage,APJ,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Forecast,12651,10121,11,0,382,11,11,16
FY27,2027-Q3,2027-W38,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,12457,9966,9,253,50,9,12,16
FY27,2027-Q3,2027-W39,Storage Array D,Storage,APJ,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Forecast,12874,10299,11,0,406,11,10,16
FY27,2027-Q4,2027-W40,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12696,10157,13,239,48,13,9,17
FY27,2027-Q4,2027-W41,Storage Array D,Storage,APJ,Unit B,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Forecast,12419,9935,13,332,42,13,10,17
FY27,2027-Q4,2027-W42,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,12774,10219,13,0,342,13,10,15
FY27,2027-Q4,2027-W43,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,12621,10097,10,228,65,10,9,17
FY27,2027-Q4,2027-W44,Storage Array D,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,12588,10070,11,97,53,11,11,15
FY27,2027-Q4,2027-W45,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,12646,10117,13,15,60,13,11,15
FY27,2027-Q4,2027-W46,Storage Array D,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,12820,10256,14,0,160,14,10,18
FY27,2027-Q4,2027-W47,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,13041,10433,10,0,211,10,11,15
FY27,2027-Q4,2027-W48,Storage Array D,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,12817,10254,8,272,40,8,11,15
FY27,2027-Q4,2027-W49,Storage Array D,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Forecast,12851,10281,10,39,63,10,12,16
FY27,2027-Q4,2027-W50,Storage Array D,Storage,APJ,Unit B,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,13403,10722,14,0,538,14,11,15
FY27,2027-Q4,2027-W51,Storage Array D,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,13248,10598,9,228,64,9,12,16
FY27,2027-Q4,2027-W52,Storage Array D,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,13640,10912,14,0,378,14,10,19
FY22,2022-Q1,2022-W01,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12788,10230,2558,55,46,9,9,18
FY22,2022-Q1,2022-W02,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13041,10433,2608,0,241,12,9,20
FY22,2022-Q1,2022-W03,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,13165,10532,2633,0,112,12,7,18
FY22,2022-Q1,2022-W04,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,13134,10507,2627,98,57,10,9,18
FY22,2022-Q1,2022-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,13281,10625,2656,0,132,15,9,21
FY22,2022-Q1,2022-W06,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12838,10270,2568,514,60,11,8,19
FY22,2022-Q1,2022-W07,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,13171,10537,2634,0,319,14,8,20
FY22,2022-Q1,2022-W08,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,13546,10837,2709,0,363,12,8,19
FY22,2022-Q1,2022-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13377,10702,2675,219,40,10,9,19
FY22,2022-Q1,2022-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,13195,10556,2639,237,46,9,10,16
FY22,2022-Q1,2022-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14007,11206,2801,0,800,12,10,20
FY22,2022-Q1,2022-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13388,10710,2678,694,59,16,8,21
FY22,2022-Q1,2022-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,14031,11225,2806,0,630,13,10,20
FY22,2022-Q2,2022-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,14301,11441,2860,0,256,14,11,20
FY22,2022-Q2,2022-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,14338,11470,2868,19,41,15,10,21
FY22,2022-Q2,2022-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13927,11142,2785,472,46,15,8,21
FY22,2022-Q2,2022-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14299,11439,2860,0,357,15,11,20
FY22,2022-Q2,2022-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13862,11090,2772,504,57,10,8,16
FY22,2022-Q2,2022-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,14544,11635,2909,0,672,10,11,22
FY22,2022-Q2,2022-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,14591,11673,2918,21,51,17,8,23
FY22,2022-Q2,2022-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,14465,11572,2893,183,42,15,8,18
FY22,2022-Q2,2022-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,14165,11332,2833,366,50,16,10,21
FY22,2022-Q2,2022-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,14152,11322,2830,67,40,14,8,21
FY22,2022-Q2,2022-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,14275,11420,2855,0,107,16,9,20
FY22,2022-Q2,2022-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,15212,12170,3042,0,926,11,10,19
FY22,2022-Q2,2022-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,15111,12089,3022,177,60,16,9,21
FY22,2022-Q3,2022-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,15118,12094,3024,78,71,14,9,20
FY22,2022-Q3,2022-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,14630,11704,2926,572,71,13,9,23
FY22,2022-Q3,2022-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,14589,11671,2918,113,61,11,8,22
FY22,2022-Q3,2022-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,15451,12361,3090,0,852,10,9,20
FY22,2022-Q3,2022-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15126,12101,3025,394,56,13,10,18
FY22,2022-Q3,2022-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,15596,12477,3119,0,453,17,9,23
FY22,2022-Q3,2022-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,14844,11875,2969,838,73,13,8,19
FY22,2022-Q3,2022-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,15777,12622,3155,0,920,13,11,20
