FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY23,2023-Q1,2023-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17855,14284,3571,97,38,9,11,22,Tech
FY23,2023-Q1,2023-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,25,6,0,0,Field
FY23,2023-Q1,2023-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18030,14424,3606,0,96,9,11,28,Tech
FY23,2023-Q1,2023-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,64,6,0,0,Field
FY23,2023-Q1,2023-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18185,14548,3637,0,82,11,12,24,Tech
FY23,2023-Q1,2023-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,54,8,0,0,Field
FY23,2023-Q2,2023-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18592,14874,3718,0,236,8,12,28,Tech
FY23,2023-Q2,2023-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,158,5,0,0,Field
FY23,2023-Q2,2023-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18005,14404,3601,656,33,8,10,25,Tech
FY23,2023-Q2,2023-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,22,6,0,0,Field
FY23,2023-Q2,2023-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,17815,14252,3563,270,38,10,10,28,Tech
FY23,2023-Q2,2023-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,26,6,0,0,Field
FY23,2023-Q2,2023-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18097,14478,3619,0,157,12,13,27,Tech
FY23,2023-Q2,2023-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,105,8,0,0,Field
FY23,2023-Q2,2023-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18553,14842,3711,0,264,10,11,22,Tech
FY23,2023-Q2,2023-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,176,6,0,0,Field
FY23,2023-Q2,2023-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,18723,14978,3745,0,92,10,13,28,Tech
FY23,2023-Q2,2023-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,61,7,0,0,Field
FY23,2023-Q2,2023-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,19023,15218,3805,0,171,9,14,26,Tech
FY23,2023-Q2,2023-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,114,6,0,0,Field
FY23,2023-Q2,2023-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,18991,15193,3798,115,38,11,11,26,Tech
FY23,2023-Q2,2023-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,26,8,0,0,Field
FY23,2023-Q2,2023-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,18921,15137,3784,168,49,10,11,25,Tech
FY23,2023-Q2,2023-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,33,6,0,0,Field
FY23,2023-Q2,2023-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,19079,15263,3816,0,84,11,14,25,Tech
FY23,2023-Q2,2023-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,56,7,0,0,Field
FY23,2023-Q2,2023-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,18748,14998,3750,420,42,11,13,22,Tech
FY23,2023-Q2,2023-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,28,8,0,0,Field
FY23,2023-Q2,2023-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19602,15682,3920,0,505,7,13,24,Tech
FY23,2023-Q2,2023-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,337,5,0,0,Field
FY23,2023-Q2,2023-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,19292,15434,3858,381,33,10,13,30,Tech
FY23,2023-Q2,2023-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,22,6,0,0,Field
FY23,2023-Q3,2023-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,18993,15194,3799,388,42,11,13,25,Tech
FY23,2023-Q3,2023-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,28,8,0,0,Field
FY23,2023-Q3,2023-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,19526,15621,3905,0,311,8,15,26,Tech
FY23,2023-Q3,2023-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,208,6,0,0,Field
FY23,2023-Q3,2023-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19805,15844,3961,0,155,13,13,31,Tech
FY23,2023-Q3,2023-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,103,8,0,0,Field
FY23,2023-Q3,2023-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19363,15490,3873,529,44,8,12,28,Tech
FY23,2023-Q3,2023-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,29,6,0,0,Field
FY23,2023-Q3,2023-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,19132,15306,3826,349,58,13,13,27,Tech
FY23,2023-Q3,2023-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,39,8,0,0,Field
FY23,2023-Q3,2023-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,19463,15570,3893,0,188,10,11,28,Tech
FY23,2023-Q3,2023-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,126,7,0,0,Field
FY23,2023-Q3,2023-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,19835,15868,3967,0,215,8,12,25,Tech
FY23,2023-Q3,2023-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,144,5,0,0,Field
FY23,2023-Q3,2023-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,19911,15929,3982,24,52,8,12,29,Tech
FY23,2023-Q3,2023-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,35,5,0,0,Field
FY23,2023-Q3,2023-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20508,16406,4102,0,345,13,15,24,Tech
FY23,2023-Q3,2023-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,230,9,0,0,Field
FY23,2023-Q3,2023-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,20422,16338,4084,168,39,10,14,31,Tech
FY23,2023-Q3,2023-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,26,7,0,0,Field
FY23,2023-Q3,2023-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20752,16602,4150,0,190,8,15,30,Tech
FY23,2023-Q3,2023-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,127,5,0,0,Field
FY23,2023-Q3,2023-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,20529,16423,4106,317,47,9,13,31,Tech
FY23,2023-Q3,2023-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,32,6,0,0,Field
FY23,2023-Q3,2023-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,21085,16868,4217,0,319,15,13,29,Tech
FY23,2023-Q3,2023-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,212,10,0,0,Field
FY23,2023-Q4,2023-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,21340,17072,4268,0,143,10,12,27,Tech
FY23,2023-Q4,2023-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,95,7,0,0,Field
FY23,2023-Q4,2023-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21067,16854,4213,394,64,9,12,27,Tech
FY23,2023-Q4,2023-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,42,6,0,0,Field
FY23,2023-Q4,2023-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,20520,16416,4104,655,52,13,11,31,Tech
FY23,2023-Q4,2023-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,34,9,0,0,Field
FY23,2023-Q4,2023-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20451,16361,4090,168,48,11,15,30,Tech
FY23,2023-Q4,2023-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,32,8,0,0,Field
FY23,2023-Q4,2023-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21726,17381,4345,0,752,13,13,32,Tech
FY23,2023-Q4,2023-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,501,9,0,0,Field
FY23,2023-Q4,2023-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,21657,17326,4331,154,40,11,15,31,Tech
FY23,2023-Q4,2023-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,26,8,0,0,Field
FY23,2023-Q4,2023-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21264,17011,4253,527,65,15,12,32,Tech
FY23,2023-Q4,2023-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,44,10,0,0,Field
FY23,2023-Q4,2023-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21167,16934,4233,225,63,14,14,33,Tech
FY23,2023-Q4,2023-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,42,9,0,0,Field
FY23,2023-Q4,2023-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,21500,17200,4300,0,191,8,14,26,Tech
FY23,2023-Q4,2023-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,128,6,0,0,Field
FY23,2023-Q4,2023-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,21518,17214,4304,93,55,12,12,26,Tech
FY23,2023-Q4,2023-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,36,8,0,0,Field
FY23,2023-Q4,2023-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,22333,17866,4467,0,474,15,16,33,Tech
FY23,2023-Q4,2023-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,316,10,0,0,Field
FY23,2023-Q4,2023-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,22247,17798,4449,206,57,15,13,33,Tech
FY23,2023-Q4,2023-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,38,10,0,0,Field
FY23,2023-Q4,2023-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,22786,18229,4557,0,308,15,14,27,Tech
FY23,2023-Q4,2023-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,206,10,0,0,Field
FY24,2024-Q1,2024-W01,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21507,17206,4301,1369,43,11,14,27,Tech
FY24,2024-Q1,2024-W01,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,28,8,0,0,Field
FY24,2024-Q1,2024-W02,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,21563,17250,4313,66,63,10,12,31,Tech
FY24,2024-Q1,2024-W02,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,42,7,0,0,Field
FY24,2024-Q1,2024-W03,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,21618,17294,4324,74,67,11,15,27,Tech
FY24,2024-Q1,2024-W03,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,44,7,0,0,Field
FY24,2024-Q1,2024-W04,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,21674,17339,4335,52,52,13,15,33,Tech
FY24,2024-Q1,2024-W04,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,35,8,0,0,Field
FY24,2024-Q1,2024-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,21851,17481,4370,0,97,10,14,34,Tech
FY24,2024-Q1,2024-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,64,6,0,0,Field
FY24,2024-Q1,2024-W06,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21967,17574,4393,0,55,15,16,27,Tech
FY24,2024-Q1,2024-W06,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,36,10,0,0,Field
FY24,2024-Q1,2024-W07,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,22084,17667,4417,0,61,9,15,32,Tech
FY24,2024-Q1,2024-W07,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,41,6,0,0,Field
FY24,2024-Q1,2024-W08,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,22200,17760,4440,0,56,13,16,28,Tech
FY24,2024-Q1,2024-W08,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,38,9,0,0,Field
FY24,2024-Q1,2024-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,22317,17854,4463,0,59,11,15,34,Tech
FY24,2024-Q1,2024-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,40,7,0,0,Field
FY24,2024-Q1,2024-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,22555,18044,4511,0,131,11,15,34,Tech
FY24,2024-Q1,2024-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,88,8,0,0,Field
FY24,2024-Q1,2024-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,22732,18186,4546,0,91,16,15,34,Tech
FY24,2024-Q1,2024-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,60,10,0,0,Field
FY24,2024-Q1,2024-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,22909,18327,4582,0,95,11,16,29,Tech
FY24,2024-Q1,2024-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,63,8,0,0,Field
FY24,2024-Q1,2024-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23361,18689,4672,0,259,13,15,34,Tech
FY24,2024-Q1,2024-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,172,8,0,0,Field
FY24,2024-Q2,2024-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23164,18531,4633,312,58,11,16,33,Tech
FY24,2024-Q2,2024-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,38,8,0,0,Field
FY24,2024-Q2,2024-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23223,18578,4645,68,65,11,15,31,Tech
FY24,2024-Q2,2024-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,43,8,0,0,Field
FY24,2024-Q2,2024-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23282,18626,4656,50,55,11,15,35,Tech
FY24,2024-Q2,2024-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,36,7,0,0,Field
FY24,2024-Q2,2024-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,23341,18673,4668,60,56,15,17,28,Tech
FY24,2024-Q2,2024-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,38,10,0,0,Field
FY24,2024-Q2,2024-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23527,18822,4705,0,100,12,15,34,Tech
FY24,2024-Q2,2024-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,66,8,0,0,Field
FY24,2024-Q2,2024-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,23649,18919,4730,0,62,11,17,32,Tech
FY24,2024-Q2,2024-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,41,8,0,0,Field
FY24,2024-Q2,2024-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,23771,19017,4754,0,64,10,14,33,Tech
FY24,2024-Q2,2024-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,42,6,0,0,Field
FY24,2024-Q2,2024-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,23894,19115,4779,0,62,11,17,30,Tech
FY24,2024-Q2,2024-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,42,8,0,0,Field
FY24,2024-Q2,2024-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,24017,19214,4803,0,64,10,17,33,Tech
FY24,2024-Q2,2024-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,42,7,0,0,Field
FY24,2024-Q2,2024-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,24266,19413,4853,0,136,13,14,34,Tech
FY24,2024-Q2,2024-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,91,9,0,0,Field
FY24,2024-Q2,2024-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,24452,19562,4890,0,100,12,14,35,Tech
FY24,2024-Q2,2024-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,66,8,0,0,Field
FY24,2024-Q2,2024-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,24638,19710,4928,0,101,10,17,38,Tech
FY24,2024-Q2,2024-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,68,7,0,0,Field
FY24,2024-Q2,2024-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,25110,20088,5022,0,269,14,15,35,Tech
FY24,2024-Q2,2024-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,180,9,0,0,Field
FY24,2024-Q3,2024-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,24898,19918,4980,350,66,17,18,32,Tech
FY24,2024-Q3,2024-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,44,11,0,0,Field
FY24,2024-Q3,2024-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,24958,19966,4992,90,76,14,18,34,Tech
FY24,2024-Q3,2024-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,50,10,0,0,Field
FY24,2024-Q3,2024-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,25016,20013,5003,28,42,10,14,36,Tech
FY24,2024-Q3,2024-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,28,6,0,0,Field
FY24,2024-Q3,2024-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,25075,20060,5015,66,65,10,18,35,Tech
FY24,2024-Q3,2024-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,44,6,0,0,Field
FY24,2024-Q3,2024-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,25261,20209,5052,0,95,16,17,32,Tech
FY24,2024-Q3,2024-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,64,11,0,0,Field
FY24,2024-Q3,2024-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,25384,20307,5077,2,59,16,17,32,Tech
